ngramm	freq	score
one may	12.0	3.1175337357524744
may alternatively	1.0	0.9842033374903498
alternatively consider	1.0	0.9928499317061583
consider formula	3.0	0.11265856134588001
implicit feature	1.0	0.986608468436368
feature map	8.0	2.755513955346982
map formula	15.0	3.5487711623133658
therefore also	1.0	0.8548369855692144
formula can	47.0	4.22008149361462
point formula	26.0	4.085208921827498
similarity measure	15.0	3.8537276798528537
highly nonlinear	1.0	0.9963477641190095
original space	3.0	1.6381401010358063
space depend	1.0	0.878496347764119
formula also	1.0	-5.3272640893164676
formula allow	1.0	-0.907963655799038
density formula	4.0	1.4455490231011343
hilbertschmidt integral	1.0	0.9999524912405725
integral operator	1.0	0.9984084565591781
mean embedding	1.0	0.9575093532870123
embedding formula	1.0	0.26616782469267775
can thus	1.0	0.24330423421818392
uniquely represent	1.0	0.9926361422887345
characteristic kernel	3.0	1.701604401069656
give formula	15.0	2.146658730667665
formula training	4.0	-1.0413266821070133
training example	38.0	5.966419863560119
example formula	25.0	3.202926539580736
formula draw	2.0	1.0336885769371276
draw independently	1.0	0.9958845537145912
identically distribute	7.0	2.645140785875099
empirically estimate	4.0	1.9949403171209692
estimate asif	1.0	0.9983134390403231
asif formula	1.0	0.9673852366530079
formula denotes	5.0	2.199603563542818
denotes another	1.0	0.9969119306372113
another random	1.0	0.8610368786745056
simplicity assume	1.0	0.9960805273472296
also formula	1.0	-5.3272640893164676
satisfy formula	2.0	1.010626456607675
joint distribution	18.0	4.212801024508016
tensor product	1.0	0.9843221093889186
product feature	1.0	0.7857354949818873
formula via	1.0	0.29878258803966984
linear map	2.0	1.3605391228153632
joint embed	1.0	0.9930340281489399
embed may	1.0	0.948096680325435
crosscovariance operator	1.0	0.9992042282795891
operator formula	7.0	2.2327893793989118
formula pair	1.0	-0.19043886216521178
formula drawn	3.0	1.5814096683853427
can also	43.0	6.168105752876928
also empirically	1.0	0.9723499020131837
distribution kernel	1.0	0.4489221450204881
conditional distribution	15.0	3.812094469719147
formula one	8.0	-0.238834879071002
one can	43.0	6.023611116059374
can define	5.0	1.6887352649313752
correspond rkhs	1.0	0.9863709246392304
rkhs embed	2.0	1.411605846290686
formula thus	2.0	0.08814164342957202
thus define	1.0	0.8729734544806699
rkhs index	1.0	0.9929449492250133
value formula	25.0	3.835652948512382
formula taken	1.0	0.9673852366530079
condition variable	1.0	0.8134331017281311
variable formula	31.0	4.472358676015449
fix formula	4.0	1.5026248589583704
particular value	2.0	1.2238250930327725
single element	1.0	0.9648435180236357
formula output	4.0	0.21434170675218245
conditional embedding	6.0	2.4391253420365007
formula give	18.0	2.6667291312733594
always true	2.0	1.3907819106181158
finite domain	1.0	0.9539640121147337
necessarily hold	1.0	0.9954926064493141
continuous domain	1.0	0.9751647960092642
nevertheless even	1.0	0.9992279826593028
assumption fails	1.0	0.9971494744343489
fails formula	1.0	0.9347704733060158
may still	1.0	0.9300433517429776
conditional kernel	1.0	0.8747550329592019
kernel embed	3.0	1.714544123831825
embed formula	1.0	0.6249302215095909
inversion operator	2.0	1.41111873668431
regularize version	1.0	0.9884553714591128
identity matrix	3.0	1.7251112212226585
give training	2.0	0.7720267338983714
empirical kernel	5.0	2.1800567254712004
kernel conditional	3.0	1.6597405921332269
embedding operator	5.0	2.2280606790234407
operator may	1.0	0.8488033731219193
implicitly form	1.0	0.994655264564404
form feature	1.0	0.5179048637092464
feature matrix	2.0	1.065745428101556
matrix formula	28.0	4.72445041745392
gram matrix	7.0	2.6424472923920472
regularization parameter	5.0	2.155737378158456
parameter need	2.0	1.3255596140126793
avoid overfitting	5.0	2.2323392056719973
empirical estimate	2.0	1.3575660745281724
weight sum	10.0	3.1394192697178958
compact subset	1.0	0.9963655799037947
entire space	4.0	1.9686442187778372
example gaussian	1.0	0.7742205594156423
gaussian rbf	2.0	1.4118955925220649
section illustrate	1.0	0.9980046321040442
basic probabilistic	1.0	0.9853019775521111
probabilistic rule	1.0	0.9529663281667557
rule may	1.0	0.675040085515767
multilinear algebraic	1.0	0.9993764475325138
algebraic operation	2.0	1.4134157104316172
embedding framework	5.0	2.226746047930309
primarily base	1.0	0.9880277926242651
song et	2.0	1.4129747922534321
et al	54.0	7.3456084113013285
follow notation	1.0	0.9846190391353405
data formula	13.0	-1.3424508989077677
sample formula	22.0	3.6612991052400106
prior distribution	13.0	3.523622725191897
probability theory	13.0	3.4283660854018563
marginal distribution	7.0	2.6269866397993304
joint density	1.0	0.9794049527881703
density include	1.0	0.9212542312488865
formulathe analog	1.0	0.9999109210760734
embed framework	2.0	1.4066801603572467
framework state	2.0	1.3673754541876044
rkhs embedding	1.0	0.9927846071619455
practical implementation	4.0	1.9953738345507452
kernel sum	3.0	1.680291916520201
sum rule	3.0	1.6984774728346008
rule take	3.0	1.6550296278843608
follow formwhere	2.0	1.4041144364822842
formwhere formula	8.0	2.753475233675469
formula formula	46.0	0.17986885445194836
entry formula	3.0	1.4966740275946044
formula respectively	7.0	2.454679372532709
joint embedding	1.0	0.9863709246392304
operator associate	1.0	0.9729437615060277
formulain practical	1.0	0.9988716669635964
kernel chain	2.0	1.3909078872404546
chain rule	5.0	2.226507024095194
follow formin	1.0	0.9978027198764772
formin probability	1.0	0.9946315101846903
posterior distribution	11.0	3.2964166008257094
likelihood function	7.0	2.5828133466772827
framework express	1.0	0.9842508462497773
kernel bayes	2.0	1.3769244821608702
bayes rule	8.0	2.8163333690016845
two regularization	1.0	0.707114436724271
framework formula	1.0	-0.27197577053269195
final conditional	1.0	0.9830750044539462
latter regularization	1.0	0.982302987113249
positive definite	2.0	1.4109801623997376
maximum mean	2.0	1.388174194535707
mean discrepancy	2.0	1.4122105340779112
discrepancy mmd	1.0	0.9999287368608587
square distance	1.0	0.9734901122394441
widely use	8.0	2.7829243687574885
use kullbackleibler	1.0	0.98161411010155
divergence either	1.0	0.995949878258804
either require	1.0	0.9650216758714888
require density	1.0	0.961636676762278
estimation either	1.0	0.9797493912940198
easily estimated	1.0	0.9994298948868697
empirical mean	1.0	0.9102975236059149
concentrate around	1.0	0.999608052734723
true value	4.0	1.8685551398539106
discrepancy refer	1.0	0.9987528950650276
rkhs function	3.0	1.667156760743341
two probability	3.0	1.219083716447087
distribution give	1.0	-0.017756398836035414
give n	4.0	1.86973692024467
n training	1.0	0.7629847378110339
m sample	1.0	0.8576162479957242
can formulate	1.0	0.822340994120791
test statistic	2.0	1.3615847287807736
statistic base	2.0	1.3263826612786247
sample stem	1.0	0.9912108795059089
broad alternative	1.0	0.9970069481560663
alternative formula	1.0	0.31508996971316583
although learn	1.0	0.6493853554249065
framework circumvent	1.0	0.9981471583823267
intermediate density	1.0	0.9983847021794643
estimation one	1.0	0.8262367123938477
may nonetheless	1.0	0.9909733357087713
nonetheless use	1.0	0.9754854801353999
empirical embedding	1.0	0.9746125066809193
estimation base	1.0	0.9176910742918225
n sample	2.0	1.2812158429494929
sample draw	4.0	1.9709959023694994
underlying distribution	3.0	1.686189193454735
follow optimization	4.0	1.9428707167884078
optimization problem	39.0	6.184275013723669
propose density	1.0	0.9668863946790189
quantity e	1.0	0.9825405309103866
entropy kl	1.0	0.9998574737217174
kl divergence	2.0	1.4141211795167132
divergence bregman	1.0	0.9998693509115744
bregman divergence	2.0	1.4141211795167132
optimization may	2.0	1.248260358545716
sample well	1.0	0.7134746718926301
still allocate	1.0	0.9988954213433102
substantial portion	1.0	0.9999109210760734
probability mass	2.0	1.4028252757136859
probability space	1.0	0.11419918047389988
space much	1.0	0.8588989845002672
good approximate	1.0	0.9683829206009859
approximate solution	5.0	2.217955282438861
difficult optimization	1.0	0.9765306728428054
m candidate	1.0	0.9807589524318546
candidate distribution	1.0	0.9007066927964844
regularize mixing	1.0	0.9997149474434349
mixing proportion	1.0	0.9997149474434349
idea underlying	2.0	1.404269807649835
underlying gaussian	1.0	0.9868875823980047
gaussian process	11.0	3.286355479350666
conditional random	6.0	2.397667739049791
random field	6.0	2.384575864422409
field may	2.0	1.2243248003013822
conditional probability	31.0	5.52196442418147
one view	1.0	0.7978027198764772
mapping associate	1.0	0.9915196864421878
sufficient statistic	1.0	0.9930993526931527
generalize possibly	1.0	0.9952134924876774
possibly infinitedimensional	1.0	0.9995367895955817
infinitedimensional exponential	1.0	0.9994655264564404
exponential family	3.0	1.7306107748290493
statistical dependence	1.0	0.9926183265039492
kernel can	2.0	0.3813060404944668
define can	1.0	-0.22387315161232846
formulate base	1.0	0.9595938001068947
hilbertschmidt independence	1.0	0.9999168596710019
independence criterion	1.0	0.9987113249005285
principled replacement	1.0	0.999893105291288
information pearson	1.0	0.9969475622067818
pearson correlation	1.0	0.9993823861274422
dependence measure	2.0	1.4078391452827619
measure use	2.0	0.8161773408073051
notably hsic	1.0	0.9996793158738643
hsic can	2.0	1.3862971428628617
can detect	2.0	1.3165060940872788
detect arbitrary	1.0	0.9948868697666132
arbitrary dependency	1.0	0.993669457806283
embeddings hsic	1.0	0.9991448423303046
measure dependence	1.0	0.9909852128986282
different type	13.0	3.542363086355418
data e	6.0	2.0595991698523775
unbiased estimator	1.0	0.9984500267236772
exhibit concentration	1.0	0.9996674386840073
value can	6.0	1.4904953798000806
formula time	3.0	-0.8665088433470954
two datasets	1.0	0.9272700279113961
approximate using	1.0	0.9851060039194727
using formula	8.0	2.4997919100514907
desirable property	2.0	1.4129160031630075
numerous algorithm	1.0	0.9510422234099412
common machine	2.0	1.1752359097967755
learn task	9.0	2.4789476809786803
feature selection	18.0	4.178881119073225
dimensionality reduction	24.0	4.89539376657119
multiple random	1.0	0.8637092463923036
hsic capture	1.0	0.998717263495457
capture independence	1.0	0.9985034740780331
case ha	1.0	0.567171447235584
ha recently	5.0	2.215580979010053
fundamental algorithm	1.0	0.9292832115921373
graphical model	10.0	3.1379619815984756
repeatedly pass	1.0	0.9995249124057248
receive message	1.0	0.9956885800819526
message correspond	1.0	0.9888948274838173
conditional expectation	1.0	0.9881525031177624
message may	1.0	0.9503533463982422
distribution embeddings	1.0	0.9404240156778906
embeddings can	1.0	0.8420808836629253
efficiently compute	1.0	0.9831818991626581
compute message	1.0	0.9845834075657699
message update	1.0	0.9937288437555675
variable represent	1.0	0.6557396519983372
markov random	1.0	0.9438802779262426
incoming message	2.0	1.41393641380395
node t	2.0	1.402258380913162
node u	1.0	0.9835263376685076
u can	1.0	0.7499613991329652
kernel belief	1.0	0.9709959023694994
belief propagation	3.0	1.7316736561370178
propagation update	1.0	0.9985747372171744
update message	1.0	0.9937288437555675
node s	2.0	1.3835592509373695
elementwise vector	2.0	1.4113916860327105
vector product	2.0	1.3013385087577116
node connect	1.0	0.9930637211235822
t exclude	1.0	0.9988419739889542
exclude node	1.0	0.9978324128511195
s formula	1.0	-0.6307381673496051
linear combination	18.0	4.228234560484743
feature mapped	2.0	1.4104258652614479
mapped sample	2.0	1.41172762369228
update therefore	1.0	0.9820416889363976
therefore produce	1.0	0.9584714056654196
efficient belief	1.0	0.9945127382861215
propagation algorithm	1.0	0.9728012352277451
nonparametric function	1.0	0.9375556743274541
function infer	1.0	0.883437258744581
arbitrary statistical	1.0	0.9724864896965378
statistical relationship	2.0	1.3847938218362879
relationship may	1.0	0.8600867034859552
hidden markov	4.0	1.9912702654551933
markov model	13.0	3.536651047990583
model hmm	3.0	1.69790145973867
hmm two	1.0	0.9803432507868638
two key	1.0	0.9135103034622009
key quantity	1.0	0.9947740364629729
transition probability	2.0	1.4009272279371174
hidden state	6.0	2.4252212862979756
state formula	3.0	0.38569562611603647
emission probability	1.0	0.9946315101846903
probability formula	22.0	3.1189268143109117
distribution embedding	2.0	1.3352262201667944
quantity may	1.0	0.9548666785438565
serious limitation	1.0	0.9998396579369321
embedding method	2.0	1.3399503435044917
train sample	5.0	2.0874907615923743
sample contain	2.0	1.3247197698637554
contain hidden	1.0	0.9700694815606627
otherwise inference	1.0	0.9902013183680741
one common	4.0	1.8341350436486727
common use	2.0	0.9591860024860809
estimate posterior	1.0	0.9772314270443613
time step	9.0	2.94427222519152
step t	3.0	1.7184116403330776
t give	1.0	0.9050418670942455
previous observation	4.0	1.985462319615179
observation formula	5.0	1.2442359178701663
belief state	3.0	1.7212642766176893
recursively maintain	1.0	0.9990913949759487
maintain via	1.0	0.9956588871073104
prediction step	2.0	1.3473955618847029
update formula	3.0	1.2801273900182735
previous hidden	1.0	0.9850347407803314
state follow	1.0	0.8428944711681217
conditioning step	2.0	1.4129286008252413
apply bayes	2.0	1.3831393288629077
new observation	5.0	2.1490208083917275
time t	3.0	1.695144825636713
t can	1.0	0.7433814359522537
recursively express	1.0	0.9981827899518974
step via	3.0	1.7170127513858162
via kernel	1.0	0.9433101728131125
training sample	12.0	3.2748264547342623
give one	2.0	0.49827953355659915
practice estimate	1.0	0.9569926955282381
estimate formula	4.0	0.8421759011817804
thus implement	1.0	0.9651701407446998
implement recursively	1.0	0.997274184927846
recursively use	2.0	1.375211200097065
follow update	1.0	0.9472652770354534
weight formula	8.0	1.7963972400031871
respectively formula	1.0	0.4944711681216224
transfer gram	1.0	0.9982421759011818
matrix define	1.0	0.7967575271690718
support measure	1.0	0.9426331729912703
measure machine	1.0	0.5558168537324069
machine smm	1.0	0.9903438446463567
support vector	30.0	5.451724388218473
vector machine	29.0	5.18433726733939
machine svm	4.0	1.9694221747134628
distribution pair	1.0	0.8187897143535839
label formula	13.0	2.461269236966682
standard svm	1.0	0.9907476691014906
svm dual	1.0	0.9984203337490349
dual optimization	1.0	0.9913534057841915
problem use	2.0	-1.2466142640138251
follow expect	1.0	0.9351802363560782
close form	2.0	1.3560123628526628
many common	4.0	1.9329681097452343
common specific	1.0	0.9463744877961874
specific distribution	2.0	1.2632599750454983
gaussian distribution	16.0	3.957179761268484
distribution combine	1.0	0.8460953738345507
popular embedding	1.0	0.9941207910208445
embedding kernel	2.0	1.372263347134342
formula e	1.0	-1.3971851060039193
gaussian kernel	3.0	1.6795307563577206
polynomial kernel	1.0	0.9459469089613397
accurately empirically	1.0	0.9985034740780331
certain choice	1.0	0.9702120078389453
smm applied	1.0	0.9998396579369321
svm train	1.0	0.9786745056119722
smm can	1.0	0.9802601104578657
flexible svm	1.0	0.9985331670526754
different datadependent	1.0	0.9966981412197874
datadependent kernel	1.0	0.9973632638517727
kernel specify	1.0	0.9630856939248174
assumed form	1.0	0.9957242116515232
training point	4.0	1.648907298533167
domain adaptation	7.0	2.6427750007658184
generalize well	6.0	2.4249885418601553
test data	6.0	2.0489899025617433
different distribution	3.0	1.3336280349522656
test set	17.0	3.972168644264507
set formula	44.0	4.927098961214055
unknown three	1.0	0.9725458756458222
three type	2.0	1.3753875673683391
commonly assume	1.0	0.9712572005463508
test distribution	2.0	1.1491671474141751
distribution practical	1.0	0.9056713581566601
practical approach	2.0	1.3700125648152257
test domain	3.0	1.679242749809755
domain can	2.0	0.9396344306991306
shift may	2.0	1.3918737080117172
example via	1.0	0.8592968703604728
via estimate	1.0	0.9637389393669458
ratio formula	1.0	-0.0273650454302512
formula obtain	3.0	1.0165053964470878
obtain directly	1.0	0.9814953382029812
domain without	1.0	0.947906645287725
explicit estimation	1.0	0.9941207910208445
target shift	2.0	1.4078055515168049
similarly deal	1.0	0.9957598432210939
weight training	1.0	0.603497832412851
example use	14.0	2.8391495507317437
vector formula	26.0	4.024444249134941
practice empirical	1.0	0.9712275075717085
empirical approximation	1.0	0.9689708414989013
approximation must	1.0	0.9712572005463508
location scale	1.0	0.9958311063602352
scale conditional	1.0	0.9847675040085516
conditional shift	3.0	1.7274907038927552
shift one	1.0	0.9557693449729794
can perform	2.0	1.0140782160597526
ls transformation	1.0	0.9991685967100185
obtain new	1.0	0.8912286952906943
new transformed	2.0	1.4071294769769211
transformed training	2.0	1.4032493970088924
training data	78.0	8.557374482868548
ensure similar	1.0	0.9906467129877071
similar distribution	1.0	0.7393550685907715
follow empirical	2.0	1.3404122577864
embedding distance	1.0	0.9668626402993052
ls conditional	1.0	0.9988716669635964
method may	3.0	1.2200163090785947
may perform	3.0	1.620002545812734
perform well	7.0	2.614286818026742
well even	2.0	1.3697228185838468
n set	3.0	1.4774461618685197
train example	5.0	1.9594934978883514
example sample	2.0	0.7293374558085653
domain generalization	2.0	1.377377998001289
formulate learning	1.0	0.9296098343132015
learning algorithm	64.0	7.701493556624502
test example	1.0	0.5059029633588693
previously unseen	5.0	2.2338370883720504
unseen domain	1.0	0.985462319615179
domain formula	4.0	1.1683235346517014
training time	1.0	0.38863352930696593
relatively similar	1.0	0.9875289506502761
similar across	1.0	0.967575271690718
learner capable	1.0	0.9948928083615417
generalization must	1.0	0.9550567135815666
must estimate	1.0	0.9257913177742146
functional relationship	2.0	1.405882308415769
distribution domain	1.0	0.7468020666310351
domain invariant	1.0	0.9848565829324781
invariant component	1.0	0.9851535126789002
component analysis	25.0	4.977908426866203
analysis dica	1.0	0.9944771067165509
common conditional	1.0	0.9407625155888117
distribution share	1.0	0.9056713581566601
training domain	1.0	0.7740602173525744
dica thus	1.0	0.9965853079161471
thus extract	1.0	0.9808777243304234
transfer across	2.0	1.4061342616604462
across domain	2.0	1.391940895543631
kernel principal	1.0	0.968359166221272
principal component	18.0	4.239281310523589
analysis transfer	1.0	0.9591305897024764
transfer component	1.0	0.9780271987647723
covariance operator	1.0	0.9904507393550686
operator inverse	1.0	0.9932359403765069
inverse regression	1.0	0.9839479779084269
formula dica	1.0	0.9184630916325197
dica measure	1.0	0.9959023694993765
measure dissimilarity	1.0	0.9893461606983788
domain via	1.0	0.9739533226438625
via distributional	1.0	0.9979571233446166
distributional variance	3.0	1.7301307639157735
formula gram	1.0	0.8695409466120316
orthogonal transform	1.0	0.9947265277035453
transform onto	1.0	0.9973632638517727
lowdimensional subspace	2.0	1.4121979364156774
subspace b	1.0	0.9884078626996853
variance dica	1.0	0.9979214917750461
dica simultaneously	1.0	0.999406140507156
simultaneously ensures	1.0	0.9996436843042936
central subspace	2.0	1.4120635613518495
subspace c	1.0	0.9925886335293069
formula become	2.0	0.5839772305128024
become independent	1.0	0.9640833778727953
formula across	2.0	0.8145984338073281
target value	4.0	1.8844557277748084
unsupervised version	1.0	0.9711384286477819
dica may	1.0	0.9887166696359642
minimizes distributional	1.0	0.9998574737217174
simultaneously maximize	1.0	0.9959617554486608
space across	1.0	0.8980937110279708
domain rather	1.0	0.9660787457687511
distribution regression	3.0	1.5041759124392324
many important	1.0	0.9195617316942811
important machine	1.0	0.7972207375734901
statistical task	2.0	1.3126680063266962
task fit	1.0	0.869101490587327
framework include	2.0	1.350343414847426
include multiinstance	1.0	0.9965259219668626
multiinstance learning	1.0	0.9921788704792446
point estimation	1.0	0.8964605974226498
estimation problem	1.0	0.7994536492665836
problem without	1.0	0.6864184333986578
without analytical	1.0	0.9964249658530792
analytical solution	3.0	1.7283307229909883
entropy estimation	2.0	1.4114420766816458
sampled distribution	1.0	0.9925530019597363
similarity compute	1.0	0.936231367658412
regression ha	1.0	0.7488330660965615
successfully apply	3.0	1.7250735060794724
supervise entropy	1.0	0.9940138963121325
entropy learn	1.0	0.9123463388562266
prediction use	2.0	0.7381726162552457
satellite image	3.0	1.7303330542292255
formula bag	1.0	-0.4513569689411485
bag contain	1.0	0.9619454836985569
contain sample	1.0	0.8734366648850882
output label	4.0	1.8354801353999644
can tackle	1.0	0.9342003681928855
regression task	2.0	1.2713308773166576
word one	1.0	0.4818694696834729
can consider	7.0	2.217988632709543
follow kernel	1.0	0.756101906288972
kernel ridge	1.0	0.9907714234812044
ridge regression	6.0	2.4467913619572013
regression problem	10.0	2.9789410494126347
problem formulawhere	1.0	0.9781222162836273
formulawhere formula	5.0	2.1923106807514237
formula kernel	2.0	-1.1456817941961406
formulas formula	1.0	0.9510778549795118
embedded distribution	1.0	0.9950353346398242
rkhs determine	1.0	0.985569214323891
formula include	1.0	-2.17993942633173
linear kernel	2.0	1.2594638794923618
exponential kernel	1.0	0.980224478888295
new distribution	1.0	0.4017578240988182
formula take	6.0	1.4109258751203255
simple analytical	1.0	0.9939723261476334
analytical formwhere	1.0	0.999459587861512
mild regularity	1.0	0.9997327632282202
regularity condition	3.0	1.7277307093493932
estimator can	3.0	1.6218814456732715
can achieve	2.0	1.204840416046346
true formulas	1.0	0.9977908426866203
optimal rate	1.0	0.9652592196686264
formula objective	1.0	0.24986044301918164
objective function	27.0	5.159299013398303
real number	9.0	2.970457469762654
result can	1.0	-0.6581507215392839
formuladimensional vector	3.0	1.7251386504177029
generally element	1.0	0.9687986222459766
separable hilbert	1.0	0.9969950709662094
space using	1.0	0.8882950293960449
simple example	6.0	2.2557906088286064
discrete random	1.0	0.9452164617851416
take value	1.0	0.6692677712453234
kronecker delta	2.0	1.414179968607138
delta function	1.0	0.9833481798206545
map correspond	1.0	0.9611318961933607
standard basis	1.0	0.9654255003266228
basis vector	1.0	0.858328879387137
thus vector	1.0	0.770532691965081
marginal probability	4.0	1.9731575509234516
formula matrix	6.0	1.2245169757962235
matrix specify	1.0	0.9694043589286775
specify joint	1.0	0.9915196864421878
joint probability	13.0	3.5675830204506753
probability table	1.0	0.8738404893402221
explicit form	4.0	1.9903794762159273
embeddings isthe	1.0	0.999002316052022
isthe conditional	1.0	0.9960508343725875
fix value	3.0	1.6573851100087937
compute asin	1.0	0.9978977373953323
delta kernel	1.0	0.9947265277035453
rule becomesthe	1.0	0.9982896846606093
becomesthe kernel	1.0	0.9973632638517727
common machine learn	2.0	1.2911973906594545
machine learn task	4.0	1.8227151256012828
new learn algorithm	1.0	0.8125126195142229
function formula can	3.0	1.3217649080955869
objective function formula	1.0	0.9704970603955104
transformed training data	1.0	0.9967575271690718
training data formula	4.0	1.364012114733654
formula training data	1.0	-0.27197577053269195
two probability distribution	2.0	1.3127477915208439
conditional probability distribution	3.0	1.708273124114812
probability distribution formula	14.0	3.4234992180508534
let formula denote	7.0	2.6402498506254575
song et al	2.0	1.4130797727720477
joint distribution formula	4.0	1.9906110814181364
distribution formula can	2.0	1.1257438941006852
conditional distribution formula	5.0	2.220425195401715
distribution formula one	1.0	0.8041213848803374
prior distribution formula	2.0	1.3832317117192892
distribution formula formula	1.0	-0.01105766375675521
underlying distribution formula	2.0	1.405882308415769
specific distribution formula	1.0	0.9683354118415582
distribution formula may	1.0	0.8600867034859552
distribution formula take	1.0	0.942561909852129
gaussian mixture model	8.0	2.8221975807715465
random variable formula	6.0	2.176533854487172
follow optimization problem	2.0	1.3839161847006622
optimization problem use	1.0	0.7609834313201497
one can define	1.0	0.9525031177623374
formula one can	7.0	2.38071604148811
give one can	1.0	0.8953025714116041
one can perform	1.0	0.9780390759546291
one can consider	4.0	1.9780390759546291
formula training example	3.0	1.3742781020079826
training example formula	6.0	2.1965062365576116
give training example	2.0	1.3487897031719167
training example use	1.0	0.7671120612862996
support vector machine	29.0	5.367233776795655
support vector machine svm	4.0	1.9983639170972147
principal component analysis	16.0	3.999109210760734
test set formula	1.0	0.9605439752954451
feature space formula	1.0	0.9089375853673021
kernel hilbert space	17.0	4.115751347445349
hilbert space rkhs	3.0	1.7299216163035602
