ngramm	kl_div	js_div	deg
operator formula	1.6094379124341005	0.4228104552401625	0.5
formula drawn	1.2039803417344417	0.34201534397125555	0.3333383798599243
can also	0.3716281071630404	0.10946687117383176	0.16063639521598816
conditional distribution	1.184963707208137	0.3114715765888283	0.4035236239433289
formula one	0.6460342220253142	0.19097961874061956	0.20888905227184296
one can	0.5753483242064087	0.148162672158624	0.23555518686771396
can define	1.352314630413488	0.35865224085441805	0.4400000274181366
correspond rkhs	2.302585092994046	0.5255973270178644	1.0
rkhs embed	2.302585092994046	0.5255973270178644	1.0
formula thus	0.9162907730259788	0.2743584744292813	0.2500000298023224
rkhs index	2.302585092994046	0.5255973270178644	1.0
value formula	0.5545299071952661	0.1521603306306515	0.22000527381896973
condition variable	2.302585092994046	0.5255973270178644	1.0
variable formula	0.8905835671286917	0.2276512548527033	0.3348614573478699
fix formula	1.2039728043259368	0.3420144880071858	0.3333333432674408
particular value	1.6094379124341005	0.4228104552401625	0.5
single element	2.302585092994046	0.5255973270178644	1.0
formula output	1.6660710041543385	0.4276715617591922	0.5555555820465088
conditional embedding	2.302585092994046	0.5255973270178644	1.0
formula give	0.5541606543122859	0.1716357912430811	0.1824816465377808
always true	1.6094379124341005	0.4228104552401625	0.5
finite domain	2.302585092994046	0.5255973270178644	1.0
necessarily hold	2.302585092994046	0.5255973270178644	1.0
continuous domain	2.302585092994046	0.5255973270178644	1.0
nevertheless even	2.302585092994046	0.5255973270178644	1.0
assumption fails	2.302585092994046	0.5255973270178644	1.0
conditional kernel	2.302585092994046	0.5255973270178644	1.0
kernel embed	2.302585092994046	0.5255973270178644	1.0
embed formula	2.302585092994046	0.5255973270178644	1.0
inversion operator	1.6094379124341005	0.4228104552401625	0.5
regularize version	2.302585092994046	0.5255973270178644	1.0
identity matrix	1.2039746170593868	0.3420147109104336	0.3333345055580139
give training	2.302585092994046	0.5255973270178644	1.0
empirical kernel	2.302585092994046	0.5255973270178644	1.0
kernel conditional	2.302585092994046	0.5255973270178644	1.0
embedding operator	2.302585092994046	0.5255973270178644	1.0
operator may	2.302585092994046	0.5255973270178644	1.0
implicitly form	2.302585092994046	0.5255973270178644	1.0
feature matrix	2.302585092994046	0.5255973270178644	1.0
matrix formula	1.4786257634024857	0.376859382136146	0.5138888359069824
gram matrix	2.302585092994046	0.5255973270178644	1.0
regularization parameter	0.9162915391386736	0.27435857785115314	0.2500004172325134
avoid overfitting	0.9704060853124185	0.2816152096079317	0.2800000309944153
empirical estimate	2.302585092994046	0.5255973270178644	1.0
weight sum	0.8492859843388794	0.2207445544467412	0.3155007064342499
compact subset	2.302585092994046	0.5255973270178644	1.0
entire space	1.2628646109996096	0.3485844979265993	0.3750001788139343
example gaussian	2.302585092994046	0.5255973270178644	1.0
section illustrate	2.302585092994046	0.5255973270178644	1.0
basic probabilistic	2.302585092994046	0.5255973270178644	1.0
rule may	2.302585092994046	0.5255973270178644	1.0
multilinear algebraic	2.302585092994046	0.5255973270178644	1.0
algebraic operation	2.302585092994046	0.5255973270178644	1.0
primarily base	2.302585092994046	0.5255973270178644	1.0
song et	2.302585092994046	0.5255973270178644	1.0
et al	0.22142042340593301	0.05618206121964196	0.14600467681884766
follow notation	2.302585092994046	0.5255973270178644	1.0
data formula	0.9817000445636372	0.2842399204437064	0.28125205636024475
sample formula	0.5698278820602326	0.1758884132166304	0.1843777894973755
prior distribution	1.1100900757023895	0.30449550128492675	0.3404559791088104
probability theory	0.4826681858244329	0.1428967111222338	0.1807185411453247
marginal distribution	1.3481016222844853	0.3593853082853987	0.4293230473995209
joint density	2.302585092994046	0.5255973270178644	1.0
formulathe analog	2.302585092994046	0.5255973270178644	1.0
framework state	2.302585092994046	0.5255973270178644	1.0
rkhs embedding	2.302585092994046	0.5255973270178644	1.0
practical implementation	1.6660710041543385	0.4276715617591922	0.5555555820465088
kernel sum	2.302585092994046	0.5255973270178644	1.0
rule take	2.302585092994046	0.5255973270178644	1.0
follow formwhere	2.302585092994046	0.5255973270178644	1.0
formwhere formula	1.0601334575617782	0.2933538394114825	0.33333390951156616
formula formula	0.3003370620286725	0.08337729855931382	0.15489718317985535
entry formula	1.2039738285610906	0.3420146061882448	0.3333339989185333
formula respectively	0.9704060569154028	0.2816151994860933	0.2800000309944153
joint embedding	2.302585092994046	0.5255973270178644	1.0
operator associate	2.302585092994046	0.5255973270178644	1.0
formulain practical	2.302585092994046	0.5255973270178644	1.0
kernel chain	2.302585092994046	0.5255973270178644	1.0
chain rule	1.2039728700094443	0.3420145093275128	0.3333333730697632
follow formin	2.302585092994046	0.5255973270178644	1.0
posterior distribution	1.0468427433701024	0.2940789949702014	0.3123816549777985
likelihood function	1.8920204313472635	0.4505963021348758	0.7547444701194763
framework express	2.302585092994046	0.5255973270178644	1.0
kernel bayes	2.302585092994046	0.5255973270178644	1.0
bayes rule	0.7418751265273617	0.2232693151983552	0.22222235798835754
two regularization	2.302585092994046	0.5255973270178644	1.0
framework formula	2.302585092994046	0.5255973270178644	1.0
final conditional	2.302585092994046	0.5255973270178644	1.0
latter regularization	2.302585092994046	0.5255973270178644	1.0
positive definite	2.302585092994046	0.5255973270178644	1.0
maximum mean	2.302585092994046	0.5255973270178644	1.0
discrepancy mmd	2.302585092994046	0.5255973270178644	1.0
square distance	2.302585092994046	0.5255973270178644	1.0
widely use	0.6351231615531407	0.18450116737644467	0.21875
either require	2.302585092994046	0.5255973270178644	1.0
easily estimated	2.302585092994046	0.5255973270178644	1.0
empirical mean	2.302585092994046	0.5255973270178644	1.0
concentrate around	2.302585092994046	0.5255973270178644	1.0
true value	1.2634741051924545	0.34865228105880475	0.3754397630691528
discrepancy refer	2.302585092994046	0.5255973270178644	1.0
rkhs function	2.302585092994046	0.5255973270178644	1.0
two probability	1.2039728700094443	0.3420145093275128	0.3333333730697632
distribution give	2.302585092994046	0.5255973270178644	1.0
give n	2.302585092994046	0.5255973270178644	1.0
n training	2.302585092994046	0.5255973270178644	1.0
m sample	2.302585092994046	0.5255973270178644	1.0
can formulate	2.302585092994046	0.5255973270178644	1.0
test statistic	1.6094379124341005	0.4228104552401625	0.5
statistic base	2.302585092994046	0.5255973270178643	1.0
sample stem	2.302585092994046	0.5255973270178644	1.0
broad alternative	2.302585092994046	0.5255973270178644	1.0
although learn	2.302585092994046	0.5255973270178644	1.0
framework circumvent	2.302585092994046	0.5255973270178644	1.0
intermediate density	2.302585092994046	0.5255973270178644	1.0
estimation one	2.302585092994046	0.5255973270178644	1.0
may nonetheless	2.302585092994046	0.5255973270178644	1.0
empirical embedding	2.302585092994046	0.5255973270178644	1.0
estimation base	2.302585092994046	0.5255973270178644	1.0
n sample	2.302585092994046	0.5255973270178644	1.0
sample draw	1.6660710041543385	0.4276715617591922	0.5555555820465088
underlying distribution	1.2039728700094443	0.3420145093275128	0.3333333730697632
follow optimization	1.2628643221541276	0.3485844618952139	0.375
optimization problem	0.2344711096846483	0.05333012619713225	0.16156058013439178
propose density	2.302585092994046	0.5255973270178644	1.0
quantity e	2.302585092994046	0.5255973270178644	1.0
entropy kl	2.302585092994046	0.5255973270178644	1.0
kl divergence	2.302585092994046	0.5255973270178644	1.0
divergence bregman	2.302585092994046	0.5255973270178644	1.0
optimization may	2.302585092994046	0.5255973270178644	1.0
sample well	2.302585092994046	0.5255973270178644	1.0
still allocate	2.302585092994046	0.5255973270178644	1.0
substantial portion	2.302585092994046	0.5255973270178644	1.0
probability mass	1.6094379124341005	0.4228104552401625	0.5
probability space	2.302585092994046	0.5255973270178644	1.0
good approximate	2.302585092994046	0.5255973270178644	1.0
approximate solution	1.6660710041543385	0.4276715617591922	0.5555555820465088
difficult optimization	2.302585092994046	0.5255973270178644	1.0
m candidate	2.302585092994046	0.5255973270178644	1.0
regularize mixing	2.302585092994046	0.5255973270178644	1.0
idea underlying	2.302585092994046	0.5255973270178644	1.0
gaussian process	1.4166799008872255	0.3424345380746099	0.5535163283348083
conditional random	1.4350219370818915	0.368298928069961	0.5000000596046448
field may	1.6094379124341005	0.4228104552401625	0.5
conditional probability	0.6220438990525592	0.1840317340243635	0.2076791375875473
one view	2.302585092994046	0.5255973270178644	1.0
sufficient statistic	2.302585092994046	0.5255973270178644	1.0
generalize possibly	2.302585092994046	0.5255973270178644	1.0
infinitedimensional exponential	2.302585092994046	0.5255973270178644	1.0
exponential family	2.302585092994046	0.5255973270178644	1.0
statistical dependence	2.302585092994046	0.5255973270178644	1.0
kernel can	2.302585092994046	0.5255973270178643	1.0
define can	2.302585092994046	0.5255973270178644	1.0
formulate base	2.302585092994046	0.5255973270178644	1.0
hilbertschmidt independence	2.302585092994046	0.5255973270178644	1.0
principled replacement	2.302585092994046	0.5255973270178644	1.0
pearson correlation	2.302585092994046	0.5255973270178644	1.0
dependence measure	2.302585092994046	0.5255973270178644	1.0
measure use	2.302585092994046	0.5255973270178644	1.0
notably hsic	2.302585092994046	0.5255973270178644	1.0
hsic can	2.302585092994046	0.5255973270178644	1.0
can detect	1.6094379124341005	0.4228104552401625	0.5
arbitrary dependency	2.302585092994046	0.5255973270178644	1.0
embeddings hsic	2.302585092994046	0.5255973270178644	1.0
measure dependence	2.302585092994046	0.5255973270178644	1.0
different type	0.5672669042013303	0.17468678623933714	0.18512371182441711
data e	1.6094379124341005	0.4228104552401625	0.5
unbiased estimator	2.302585092994046	0.5255973270178644	1.0
exhibit concentration	2.302585092994046	0.5255973270178644	1.0
value can	1.2628643221541278	0.3485844618952139	0.375
formula time	1.6094379124341005	0.4228104552401625	0.5
two datasets	2.302585092994046	0.5255973270178644	1.0
approximate using	2.302585092994046	0.5255973270178644	1.0
using formula	1.802182685981775	0.44069561390107787	0.6800000667572021
desirable property	1.6094379124341005	0.4228104552401625	0.5
numerous algorithm	2.302585092994046	0.5255973270178644	1.0
common machine	2.302585092994046	0.5255973270178644	1.0
learn task	1.2628643221541276	0.3485844618952139	0.375
feature selection	0.733429130872778	0.20578769762876573	0.244897335767746
dimensionality reduction	0.7684436366838947	0.2088635595559496	0.2723187208175659
multiple random	2.302585092994046	0.5255973270178644	1.0
hsic capture	2.302585092994046	0.5255973270178644	1.0
case ha	2.302585092994046	0.5255973270178644	1.0
ha recently	0.9162907318741552	0.27435846855026524	0.25
fundamental algorithm	2.302585092994046	0.5255973270178644	1.0
graphical model	1.2039728700094443	0.3420145093275128	0.3333333730697632
repeatedly pass	2.302585092994046	0.5255973270178644	1.0
receive message	2.302585092994046	0.5255973270178644	1.0
conditional expectation	2.302585092994046	0.5255973270178644	1.0
message may	2.302585092994046	0.5255973270178644	1.0
embeddings can	2.302585092994046	0.5255973270178644	1.0
efficiently compute	2.302585092994046	0.5255973270178644	1.0
message update	2.302585092994046	0.5255973270178644	1.0
markov random	2.302585092994046	0.5255973270178644	1.0
incoming message	2.302585092994046	0.5255973270178644	1.0
node t	2.302585092994046	0.5255973270178644	1.0
node u	2.302585092994046	0.5255973270178644	1.0
kernel belief	2.302585092994046	0.5255973270178644	1.0
belief propagation	2.302585092994046	0.5255973270178644	1.0
propagation update	2.302585092994046	0.5255973270178644	1.0
node s	2.302585092994046	0.5255973270178644	1.0
elementwise vector	2.302585092994046	0.5255973270178644	1.0
node connect	2.302585092994046	0.5255973270178644	1.0
t exclude	2.302585092994046	0.5255973270178644	1.0
linear combination	0.7009993380925905	0.19971039664650733	0.2345017641782761
feature mapped	2.302585092994046	0.5255973270178644	1.0
update therefore	2.302585092994046	0.5255973270178644	1.0
efficient belief	2.302585092994046	0.5255973270178644	1.0
propagation algorithm	2.302585092994046	0.5255973270178644	1.0
nonparametric function	2.302585092994046	0.5255973270178644	1.0
arbitrary statistical	2.302585092994046	0.5255973270178644	1.0
relationship may	2.302585092994046	0.5255973270178644	1.0
hidden markov	0.9162907318741552	0.27435846855026524	0.25
markov model	1.2628643221541278	0.34858446189521386	0.375
model hmm	0.9162907318741552	0.27435846855026524	0.25
two key	2.302585092994046	0.5255973270178644	1.0
transition probability	2.302585092994046	0.5255973270178644	1.0
hidden state	1.6660710041543385	0.4276715617591922	0.5555555820465088
emission probability	2.302585092994046	0.5255973270178644	1.0
probability formula	0.9503756976356648	0.25969915474708416	0.3055555522441864
distribution embedding	2.302585092994046	0.5255973270178644	1.0
quantity may	2.302585092994046	0.5255973270178644	1.0
serious limitation	2.302585092994046	0.5255973270178644	1.0
embedding method	2.302585092994046	0.5255973270178644	1.0
train sample	1.2628643221541278	0.34858446189521386	0.375
sample contain	2.302585092994046	0.5255973270178644	1.0
contain hidden	2.302585092994046	0.5255973270178644	1.0
otherwise inference	2.302585092994046	0.5255973270178644	1.0
one common	1.6094379124341005	0.4228104552401625	0.5
estimate posterior	2.302585092994046	0.5255973270178644	1.0
time step	0.5700916847362942	0.17467363159048974	0.1876872181892395
step t	2.302585092994046	0.5255973270178644	1.0
t give	2.302585092994046	0.5255973270178644	1.0
previous observation	0.9162907318741552	0.27435846855026524	0.25
observation formula	1.7402499483752372	0.43451051577495947	0.625
belief state	1.6660710041543385	0.4276715617591922	0.5555555820465088
recursively maintain	2.302585092994046	0.5255973270178644	1.0
prediction step	2.302585092994046	0.5255973270178644	1.0
update formula	1.6660710041543385	0.4276715617591922	0.5555555820465088
previous hidden	2.302585092994046	0.5255973270178644	1.0
state follow	2.302585092994046	0.5255973270178644	1.0
conditioning step	2.302585092994046	0.5255973270178644	1.0
apply bayes	1.6094379124341005	0.4228104552401625	0.5
new observation	1.802182711211633	0.440695623495057	0.6800000667572021
time t	2.302585092994046	0.5255973270178644	1.0
recursively express	2.302585092994046	0.5255973270178644	1.0
step via	2.302585092994046	0.5255973270178644	1.0
via kernel	2.302585092994046	0.5255973270178644	1.0
training sample	0.7135582003331293	0.21912753840504226	0.2083333283662796
give one	1.6094379902015106	0.4228104777532272	0.5
practice estimate	2.302585092994046	0.5255973270178644	1.0
estimate formula	1.2039728700094443	0.3420145093275128	0.3333333730697632
thus implement	2.302585092994046	0.5255973270178644	1.0
recursively use	1.6094379124341005	0.4228104552401625	0.5
follow update	2.302585092994046	0.5255973270178644	1.0
weight formula	0.5695655644853526	0.1745926455177748	0.18744532763957975
transfer gram	2.302585092994046	0.5255973270178644	1.0
matrix define	2.302585092994046	0.5255973270178644	1.0
support measure	2.302585092994046	0.5255973270178644	1.0
machine smm	2.302585092994046	0.5255973270178644	1.0
support vector	0.29876609226677586	0.09291359492432594	0.14200790226459506
vector machine	0.6068573991973625	0.18178493323166628	0.20000405609607694
machine svm	1.6660710041543385	0.4276715617591922	0.5555555820465088
label formula	0.9162248784029354	0.2488365196796199	0.3124642372131348
standard svm	2.302585092994046	0.5255973270178644	1.0
dual optimization	2.302585092994046	0.5255973270178644	1.0
problem use	2.302585092994046	0.5255973270178644	1.0
follow expect	2.302585092994046	0.5255973270178644	1.0
close form	1.6094380679687237	0.4228105002662756	0.5000000596046448
many common	1.6660710041543385	0.4276715617591922	0.5555555820465088
specific distribution	1.6094379124341005	0.4228104552401625	0.5
gaussian distribution	0.6603039040268821	0.1907040667917581	0.2229824811220169
popular embedding	2.302585092994046	0.5255973270178644	1.0
embedding kernel	2.302585092994046	0.5255973270178644	1.0
gaussian kernel	1.6660709384708308	0.4276715404388653	0.5555555820465088
polynomial kernel	2.302585092994046	0.5255973270178644	1.0
accurately empirically	2.302585092994046	0.5255973270178644	1.0
certain choice	2.302585092994046	0.5255973270178644	1.0
smm applied	2.302585092994046	0.5255973270178644	1.0
svm train	2.302585092994046	0.5255973270178644	1.0
smm can	2.302585092994046	0.5255973270178644	1.0
flexible svm	2.302585092994046	0.5255973270178644	1.0
different datadependent	2.302585092994046	0.5255973270178644	1.0
kernel specify	2.302585092994046	0.5255973270178644	1.0
assumed form	2.302585092994046	0.5255973270178644	1.0
training point	1.6660710041543385	0.4276715617591922	0.5555555820465088
domain adaptation	2.302585092994046	0.5255973270178644	1.0
generalize well	0.9162907318741552	0.27435846855026524	0.25
test data	1.6660710041543385	0.4276715617591922	0.5555555820465088
different distribution	1.2039728043259368	0.3420144880071858	0.3333333134651184
test set	0.9022585389558764	0.25194055707263585	0.2857142984867096
set formula	0.7236783986078675	0.20566195248308106	0.2370252162218094
unknown three	2.302585092994046	0.5255973270178644	1.0
three type	2.302585092994046	0.5255973270178644	1.0
commonly assume	2.302585092994046	0.5255973270178644	1.0
test distribution	2.302585092994046	0.5255973270178644	1.0
practical approach	2.302585092994046	0.5255973270178644	1.0
test domain	2.302585092994046	0.5255973270178644	1.0
domain can	2.302585092994046	0.5255973270178643	1.0
shift may	2.302585092994046	0.5255973270178644	1.0
example via	2.302585092994046	0.5255973270178644	1.0
ratio formula	2.302585092994046	0.5255973270178644	1.0
formula obtain	2.302585092994046	0.5255973270178643	1.0
obtain directly	2.302585092994046	0.5255973270178644	1.0
domain without	2.302585092994046	0.5255973270178644	1.0
explicit estimation	2.302585092994046	0.5255973270178644	1.0
target shift	2.302585092994046	0.5255973270178644	1.0
similarly deal	2.302585092994046	0.5255973270178644	1.0
weight training	2.302585092994046	0.5255973270178644	1.0
example use	0.671239685767937	0.17370426936745273	0.2662721872329712
vector formula	0.3825404306856645	0.10910022843965754	0.16993772983551025
practice empirical	2.302585092994046	0.5255973270178644	1.0
approximation must	2.302585092994046	0.5255973270178644	1.0
location scale	2.302585092994046	0.5255973270178644	1.0
conditional shift	2.302585092994046	0.5255973270178644	1.0
can perform	2.302585092994046	0.5255973270178644	1.0
ls transformation	2.302585092994046	0.5255973270178644	1.0
obtain new	2.302585092994046	0.5255973270178644	1.0
new transformed	2.302585092994046	0.5255973270178644	1.0
transformed training	2.302585092994046	0.5255973270178644	1.0
training data	0.2921330697302417	0.07630685855807888	0.1588183045387268
ensure similar	2.302585092994046	0.5255973270178644	1.0
follow empirical	1.6094379124341005	0.4228104552401625	0.5
ls conditional	2.302585092994046	0.5255973270178644	1.0
method may	1.6094379124341005	0.4228104552401625	0.5
may perform	2.302585092994046	0.5255973270178644	1.0
perform well	0.9704060853124182	0.2816152096079317	0.2800000309944153
well even	2.302585092994046	0.5255973270178644	1.0
n set	2.302585092994046	0.5255973270178644	1.0
train example	1.2628643221541276	0.3485844618952139	0.375
domain generalization	2.302585092994046	0.5255973270178644	1.0
formulate learning	2.302585092994046	0.5255973270178644	1.0
learning algorithm	0.7229888587835942	0.17916832436841468	0.2814788222312927
test example	2.302585092994046	0.5255973270178644	1.0
previously unseen	0.9162924163144835	0.27435870315620897	0.2500008344650269
domain formula	2.302585092994046	0.5255973270178644	1.0
training time	2.302585092994046	0.5255973270178644	1.0
relatively similar	2.302585092994046	0.5255973270178644	1.0
learner capable	2.302585092994046	0.5255973270178644	1.0
must estimate	2.302585092994046	0.5255973270178644	1.0
functional relationship	1.6094379124341005	0.4228104552401625	0.5
distribution domain	2.302585092994046	0.5255973270178644	1.0
invariant component	2.302585092994046	0.5255973270178644	1.0
component analysis	1.8924688101784095	0.4506488653099364	0.7551020383834839
analysis dica	2.302585092994046	0.5255973270178644	1.0
common conditional	2.302585092994046	0.5255973270178644	1.0
distribution share	2.302585092994046	0.5255973270178644	1.0
training domain	2.302585092994046	0.5255973270178644	1.0
dica thus	2.302585092994046	0.5255973270178644	1.0
transfer across	1.6094379124341005	0.4228104552401625	0.5
across domain	2.302585092994046	0.5255973270178643	1.0
